Online Post Id,Related Online Post Id,Source Id,Source Name,Online Post,Sentiment Polarity,Sentiment Polarity Intensity,Emotion (6-level),Emotion (8-level),Sarcasm/Irony,Negation,Off-topic,Maltese
397,396,N-7,MaltaToday,So which country or planet are you living on?,Neutral,Neutral,Disgust,Disgust,1,0,1,0
398,397,N-7,MaltaToday,"OH please don't compare the USA treasury with tiny Malta. The USA has more power to print money, because its currency is international currency. That means the USA dollar is the main reserve currency for most countries around the world. The USA has the highest GDP in percentage of all good and service produced in the world at 18 per cent, with china following behind by 17 per cent. The Chinese money is not a international reserve money yet. Over 60% of all countries (accounting for more than 70% of world GDP) use the US dollar as their anchor currency.",Neutral,Neutral,Surprise,Trust,0,0,1,0
399,392,N-7,MaltaToday,What a frustrated person you are sir. Can't you see that we cannot spend our-self into oblivion. I suggest you go on a collection to easy the debt of your party. With your attitude they should be very pleased to see you coming with bags of money so that they have more good time spending it.,Negative,Negative,Disgust,Disgust,1,0,1,0
400,392,N-7,MaltaToday,"Please remember to confess your lies next time you go to church. Now try to come up with a sensible comment, I know it is difficult for you.",Negative,Negative,Disgust,Disgust,1,0,1,0
401,400,N-7,MaltaToday,It's obvious you're very dim so I won't waste my time!!! Go and watch your super one!!!,Negative,Negative,Disgust,Disgust,1,0,1,0
402,401,N-7,MaltaToday,"You mean,that you do not have an intelligent answer to my comment. Better watch super one then depress myself seeing the PN wallowing in doom and gloom. There's a good boy now. go and say a few prayers for your new leader. He needs all the help he can get.",Negative,Negative,Anger,Anger,1,0,1,0
403,392,N-7,MaltaToday,"Int hekk mit-twelid? jew kont waqqajt u spiccajt kif Int? jekk il-maggoranza idjota int bniedem bla hobby, pensjonat iffrustrat imdejjaq bih innifsu. mhux ahjar tmur tigbor ewro biex thallsu d-dejn li hallejtu f'taxxi, bolol, Vat etc mhux twekka bihom Delia.",Negative,Negative,Anger,Anger,1,0,1,1
404,403,N-7,MaltaToday,You're so immature I'm not even going to bother with you!!!,Negative,Negative,Disgust,Disgust,0,0,1,0
405,392,N-7,MaltaToday,"This administration is paying the multi-million debt on the new schools and the dismantled PS which were built by NP. Moreover this government obtained a €50m loan to build social housing for the pooor. As regards the health sector new University for doctors and Nurses, multi-miilion euro free cancer medicines, new health centre in Paola, new wards at Mater Dei etc, etc New Mental Health Hospital at Mater Dei, and the idiot keep asking Fejnu s-Surplus ?.. tghid mhux tal-Pieta'",Positive,Very Positive,Anger,Anger,1,0,0,0
406,405,N-7,MaltaToday,Your so stupid it's incredible!!! Gonzi got 1.2 billion you idiot!!!,Negative,Negative,Anger,Anger,0,0,1,0
407,406,N-7,MaltaToday,He got us 1.2 billion ......and spent 6 billion. Accounts favuluzi.,Negative,Negative,Disgust,Disgust,1,0,1,0
408,407,N-7,MaltaToday,Favoluz huwa l- gideb tieghek,Negative,Negative,Disgust,Disgust,0,0,1,1
409,406,N-7,MaltaToday,"If Gonzi as you said got 1.2 Millionn, then those finished up where your PN Party vanishing €26,000.000s assetts finished up where also Malta's €6000,000,000s Debt left by your corrupted np government eneded up also.",Negative,Negative,Disgust,Disgust,1,0,1,0
410,406,N-7,MaltaToday,"He did.....and over spent to the tune of a staggering €6Billion in the red! With Tonio Fenech as Minister of Finance did you expect any better? LOL Tonight, sit in front of the TV; listen and LEARN how a Country is run. Then GNASH your teeth and accept the realization that you will be living under an LP Government for YEARS and YEARS to come :-)",Positive,Very Positive,Happiness,Joy,1,0,0,0
411,410,N-7,MaltaToday,Go and watch your super one idiot and stay that way!!!,Negative,Very Negative,Disgust,Disgust,1,0,1,0
412,411,N-7,MaltaToday,LOL You IDIOTS had to watch ONE because your NET didn't even cover the COMEDY of the Election of simen's substitute; De Liar 😅😅😅,Negative,Negative,Disgust,Disgust,1,0,1,0
413,412,N-7,MaltaToday,Who cares about De Liars ceremony. I guess you did but I didn't dumbo!!!,Negative,Negative,Anger,Anger,0,0,1,0
414,413,N-7,MaltaToday,You call everyone an idiot. I bet you say that even when YOU are in front of a mirror.,Negative,Negative,Anger,Anger,1,0,1,0
415,414,N-7,MaltaToday,I.2 billion from Europe that josef fought so hard against joining.,Negative,Negative,Disgust,Disgust,0,0,1,0
416,414,N-7,MaltaToday,And they are making heyday with them.,Positive,Positive,Disgust,Disgust,0,0,1,0
417,416,N-7,MaltaToday,They're so stupid they don't even know to spend them!!!,Negative,Very Negative,Disgust,Disgust,0,0,0,0
418,417,N-7,MaltaToday,Then the PN were even more stupid for not hanging on to power so they can spend the money they say they got from the EU. Looks like Joseph was too clever for your beloved party and to this day you are still trying to play catch up.,Negative,Negative,Disgust,Disgust,1,0,1,0
419,392,N-7,MaltaToday,"Oh than leaving 6 billion debt is much, much better. Dummies are those who thought the PN would have ever solved the debt problems they left behind them.And those dummies are getting scarcer and scarcer every election.",Negative,Negative,Disgust,Disgust,1,0,1,0
420,392,N-7,MaltaToday,"Jiena mhux ghedkek biex ma tidhirx ghax 'kliemek' huwa ta stupidu? Meta tonfoq li ma ghandekx, mhux dejn se taghmel? U wara ma tridx tonfoq biex thallas l-interess fuq d-dejn? U xorta baqa li jithallas lura d-dejn li ghamilt 'in the first place'. Imma din s-somma semplici ma jriedux jitghalmuwa dawk l-imbecilli shabek. Hlief cuccati ma tghidx. Mur u sparixxi tridx!",Negative,Negative,Anger,Anger,0,0,1,1
421,392,N-7,MaltaToday,Wow a psychic in our midst or do you have access to details no one else has?,Negative,Negative,Disgust,Disgust,1,0,1,0
422,421,N-7,MaltaToday,What details do you require Ms. know it all?!!!,Negative,Negative,Anger,Anger,0,0,1,0
423,422,N-7,MaltaToday,Well it is obvious I know more than you about most things and it is obvious that's true of most people given your ridiculous ranting - the details were those you claimed to know and yet have not materialised,Negative,Negative,Disgust,Disgust,0,0,1,0
424,422,N-7,MaltaToday,I'm no know it all but I'm not the one claiming to know the contents of the budget BEFORE they are made public.,Neutral,Neutral,Disgust,Disgust,0,0,1,0
425,392,N-7,MaltaToday,"comments like this confirm what people are telling you, GET A LIFE",Negative,Negative,Disgust,Disgust,0,0,1,0
426,425,N-7,MaltaToday,"Sorry dumbo, you're taking my line!!!",Negative,Negative,Anger,Anger,1,0,1,0
427,426,N-7,MaltaToday,"ghid lil Dumbo itik it-tromba forsi tistrieh u tnehhi ftit mid-dwejjaq li ghandek, bniedem imdejjaq bih innifsu.",Negative,Negative,Disgust,Disgust,1,0,1,1
428,,N-8,MaltaToday,"Having a surplus translates to the country operated in an efficient manner economically, this is the first time in Malta's recent history where wages and pensions have gone up and not followed by a tax increase, let's hope it's the first of many such budgets.Its not like other governments where they give with one hand and take with the other. Many countries would be proud of a budget like this. If the country is run in an efficient way in the future expect more goodies,",Positive,Very Positive,Happiness,Trust,0,0,0,0
429,428,N-8,MaltaToday,<PERSON_ENTITY> I can still remember when Gonzi gave an increase he always gave us pensioner half of it that skum,Negative,Negative,Anger,Anger,0,0,1,0
430,429,N-8,MaltaToday,"Now people will expect similar budgets in the future, not like past ones where People got used to being short changed, a shrug of shoulders and get on with life. Hopefully this budget will lead to even better ones, one step at a time..",Positive,Very Positive,Happiness,Trust,0,0,0,0
431,429,N-8,MaltaToday,"You think you got more now dumbo, because you didn't!!!",Negative,Negative,Anger,Anger,1,0,0,0
432,428,N-8,MaltaToday,"You can't expect anything if you got nothing!!! When will you people wake up!!! If your stupid government did not spend on new school's, social housing, industry, teachers and nurses, what did you get, oh and poverty is on the increase. Your such idiots!!!",Negative,Negative,Anger,Anger,0,1,0,0
433,428,N-8,MaltaToday,"This is a prosperity budget, look what austerity leads to, see Greece and Spain with Catalonia wanting to break away, this is fueled by austerity from Madrid.This budget is one of giving, sure they could have given else where,but it's hard to please all, this is a budget which gave and took nothing in return. Expect future budgets to be more rewarding,that's what happens when the economy is run correctly.",Positive,Very Positive,Happiness,Trust,0,0,0,0
434,433,N-8,MaltaToday,"This is a bullshit budget made for the majority idiots to lap up!!! We got nothing!!! What did you get personally, nothing!!! Where are the new schools for our children, industry's, infrastructure, teachers, nurses, Air Malta and social housing, nowhere!!! The only thing going is buildings!!! What are you getting, Nothing!!!
Government borrowing is going through the roof, 1000 million!!!
We are looking like Greece everyday and you can't see it!!!",Negative,Very Negative,Anger,Anger,0,0,0,0
435,434,N-8,MaltaToday,"Where to start? Infrastructure, this is on going, plus, €700 million, seven-year road project to begin in 2019. Air Malta, has recently been saved from going bankrupt, great idea to do low cost flights, recent actions will see""hopefully"" this company succeed. Social housing, 700 new places will be built, probably being built as we speak, credit is super cheap right now for the government,which they are wisely taking advantage of, borrowing is ok, you want to be seeing prosperity , growth, not high taxes and budget cuts. Healthcare, two new centres and refurbishment of old healthcare centres. All the above is to do with the industry, construction works provides jobs, cheap flights boom in tourism, great for that sector,it's endless growth.",Positive,Very Positive,Happiness,Joy,0,0,0,0
436,435,N-8,MaltaToday,"In four and a half years of nothing and we hear the same Bullshit every year!!! You're still so naive that you got nothing and you the dummy is still waiting!!! All the unions and opinionists all said the same thing, poor budget!!!
Your Joseph is a hustler and you the majority are the idiots lapping up his every word!!!",Negative,Very Negative,Disgust,Disgust,0,0,0,0
437,436,N-8,MaltaToday,"It's taken that long to recover from the old regime, now the economy is being run correctly, which brings in rewards, hence the reason we see a budget that gives and took nothing in return. If the situation improves, expect an even better budget next year.",Positive,Positive,Happiness,Trust,0,0,0,0
438,432,N-8,MaltaToday,"With all the harping by the government about the excess a lot more was expected. 
I felt sorry for the teachers that got nothing. Disgraceful!!!",Negative,Negative,Disgust,Disgust,0,0,0,0
439,438,N-8,MaltaToday,meta kien hemm il par idejn sodi qat ma zdidu il pagi il pensjonijiet kul budget kien kollu taxxi gholi tad dawl serq mit taxxi tal karrozi HU ibqa zgur li it teacher qed isijr sudju tiga qal li irried ikollom paga dicenti,Positive,Positive,Surprise,Surprise,0,0,0,1
440,438,N-8,MaltaToday,Your opinion on the new tops for Benna would be appreciated . Some things are important:).,Neutral,Neutral,Surprise,Surprise,1,0,1,0
441,,N-8,MaltaToday,Saghtejn u nofs ihabbar il-gid bla ma habbar taxxa wahda.,Positive,Very Positive,Happiness,Joy,0,0,0,1
442,441,N-8,MaltaToday,Rubbish.,Negative,Negative,Disgust,Disgust,0,0,0,0
443,442,N-8,MaltaToday,That's right Ramon pn-ers have become rubbish - tearing at each other's throat. Enjoy your hellish predicament. Loser!!,Negative,Negative,Anger,Anger,1,0,1,0
444,443,N-8,MaltaToday,Rubbish. ,Negative,Negative,Disgust,Disgust,0,0,1,0
445,444,N-8,MaltaToday,El desperado Heh Heh.,Negative,Negative,Disgust,Disgust,1,0,1,0
446,445,N-8,MaltaToday,jaqaw qijad rasek lisfel kieku minnek indur kontra forsi xi darba titkellem bissenss,Negative,Negative,Anger,Anger,0,0,1,1
447,446,N-8,MaltaToday,Iehor id-dispratt.,Negative,Negative,Disgust,Disgust,0,0,1,1
448,444,N-8,MaltaToday,<PERSON_ENTITY> rubbish what your delia said . If you do not like living in Malta which I am very proud that we have our Joseph Muscat go to hell you fool rubbish skum like your delia,Negative,Negative,Anger,Anger,0,0,1,0
449,448,N-8,MaltaToday,Hell is indeed probably a better place but I prefer to stick around and irritate idiots like you.,Negative,Very Negative,Disgust,Disgust,1,0,1,0
450,444,N-8,MaltaToday,True! Rubbish P ENNERS comments.,Negative,Negative,Disgust,Disgust,1,0,1,0
451,,N-8,MaltaToday,"Hahahahah what paltry rewards, 40-60 euro cheques, 3 euros increase for low income workers, 1.75 COLA adjustments. And yet the crises of social housing and the rental market have not yet been grabbed by the horns, just a white paper that can easily turn to nothing by MDA et al. What a failure.",Negative,Very Negative,Anger,Anger,0,0,0,0
452,451,N-8,MaltaToday,Extra cash is always welcome unlike extra taxes.,Positive,Positive,Happiness,Anticipation,0,0,0,0
453,452,N-8,MaltaToday,"Where is the extra cash going, In someone's pockets except the people's!!!",Negative,Negative,Disgust,Disgust,0,0,0,0
454,453,N-8,MaltaToday,Ask Tony clocks,Neutral,Neutral,Anger,Anger,1,0,1,0
455,451,N-8,MaltaToday,laqwa mahemmx taxxi jien zdit 7e fil gimgha ghax is sigarreti ma gholewx > tiftakru il PAR IDEJN SODI KIF KIEN SALLAB ILLOW INCOME WORKER lili seta ma tani xejn ukoll happy mhux bhalek ghax qed floppozizjoni twahlu fkollox hazin Taf xigralu sajmin il purtinar lanqas jider maghadu ghax kien jtkellem bhalek,Positive,Positive,Happiness,Joy,0,0,0,1
456,451,N-8,MaltaToday,"Il falliment ghamlu Delia li lanqas biss jaf il.prezz internazzjonali tal fuel gewwa l-EU.

X'wahda waqatu ghac cajt il gurnalista tal One",Negative,Negative,Disgust,Disgust,0,0,1,1
457,456,N-8,MaltaToday,thalluwomx jizvukaw ghax mhux il budget linkwiet lghandom imma li ghandom 20 sena ohra floppozizjoni,Negative,Negative,Disgust,Disgust,1,0,0,1
458,456,N-8,MaltaToday,Do you know what the international oil price is dumbo!°!!,Negative,Negative,Anger,Anger,0,0,0,0
459,458,N-8,MaltaToday,"dumbo'???

Xi frustrazzjoni politika ghandek fuqek!!!",Negative,Negative,Disgust,Disgust,0,0,1,1
460,459,N-8,MaltaToday,So what are the prices dumb arse???,Negative,Negative,Anger,Anger,0,0,1,0
461,460,N-8,MaltaToday,Heh Heh enjoy your STUPOR. Loser!!!!,Negative,Negative,Disgust,Disgust,0,0,1,0
462,460,N-8,MaltaToday,dumb arse go and check with your delia Mamo kompli inharaq ja gidra,Negative,Very Negative,Disgust,Disgust,0,0,1,1
463,460,N-8,MaltaToday,"Meta tkun edukat u rispettuwz,nirrispondik. Minnek jiddependi!!",Neutral,Neutral,Disgust,Disgust,0,0,1,1
464,451,N-8,MaltaToday,"Do you think the Maltese coffers are filled the same as Qatar, Kuwait, energy rich countries with billions in the bank, spending $250bn on the 2022 football world cup, and billions more around the world, try and be realistic.",Neutral,Neutral,Disgust,Disgust,0,0,1,0
465,464,N-8,MaltaToday,"Our stupid government is doing all the bragging about all the excess, so where is it going if not to the people??? Maybe into someone's back pocket or maybe to all the government cronies!!! This is a paltry budget!!! No teachers problems were mentioned!!! No Air Malta problems were mentioned!!! Measly crumbs are given to the pensioners and the COLA of 1.75 peanuts!!! God help us and they then say when the money comes in from the passports we'll dish it out!!! Where the hell is the money from the passports, that's been a mystery since the scheme started!!! Where is the MONEY!!!",Negative,Very Negative,Anger,Anger,0,0,0,0
466,465,N-8,MaltaToday,<PERSON_ENTITY> in your arse ja hara,Negative,Very Negative,Disgust,Disgust,0,0,1,0
467,,N-8,MaltaToday,(deleted),,,,,,,,
468,467,N-8,MaltaToday,"Of course...first Brexit has to happen.  Also, why not attracting new businesses who are eager to penetrate the EU market?",Neutral,Neutral,Surprise,Anticipation,0,0,0,0
469,,N-8,MaltaToday,Bil-mizerja ta' zieda ta' 1.75 cents zieda thallas il-poplu waqt li l-klikka bl-eluf.,Negative,Very Negative,Disgust,Disgust,0,0,0,1
470,469,N-8,MaltaToday,EXACTLY!!!,Negative,Negative,Anger,Anger,0,0,0,0
471,469,N-8,MaltaToday,Qares l-gheneb,Negative,Negative,Anger,Anger,0,0,1,1
472,471,N-8,MaltaToday,U kif <PERSON_ENTITY>!,Neutral,Neutral,Anger,Anger,0,0,1,1
473,471,N-8,MaltaToday,Veru ghal haddiem iz-zghir.,Negative,Negative,Anger,Anger,0,0,0,1
474,473,N-8,MaltaToday,Jiena haddiem u nifrah meta ma jizdiedux it-taxxi.,Positive,Positive,Happiness,Joy,0,0,0,1
475,,N-8,MaltaToday,"Stat ta fatt.....ma hidtilniex minn dak li diga ghandna, u tajtna xi haga zghira ukoll. Grazzi. Naprezza li hawn minn hu fil-Bzonn izjed minni.",Positive,Very Positive,Happiness,Joy,0,0,0,1
476,,N-8,MaltaToday,Surplus? And all I get is €1.75 a week? Pure garbage.,Negative,Very Negative,Disgust,Disgust,0,0,0,0
477,476,N-8,MaltaToday,That's a good sign of less inflation and good governance. You are continually being rammed and you keep coming back for more. You obviously love being ridiculed.,Positive,Positive,Happiness,Joy,0,0,0,0
478,477,N-8,MaltaToday,"Good governance? In terms of uttering nonsense, you have become Labour's leading troll.",Negative,Very Negative,Disgust,Disgust,1,0,0,0
479,477,N-8,MaltaToday,Look who's talking!!! Your getting the crumbs and someone is getting the thousands!!! What an idiot!!!,Negative,Negative,Anger,Anger,0,0,1,0
480,476,N-8,MaltaToday,Better 1.75 rather than paying more in taxes.,Positive,Positive,Happiness,Trust,0,0,0,0
481,480,N-8,MaltaToday,Ignore him <PERSON_ENTITY>. For <PERSON_ENTITY> it's sour grapes as well!,Negative,Negative,Anger,Anger,1,0,1,0
482,480,N-8,MaltaToday,"As usual, the majority speaking!!! Their happy getting the crumbs while the big boys get the big DOSH!!!",Negative,Very Negative,Disgust,Disgust,0,0,1,0
483,482,N-8,MaltaToday,The majority are happy without paying extra taxes,Positive,Positive,Happiness,Joy,0,0,0,0
484,483,N-8,MaltaToday,"Like I said, you majority losers are happy with crumbs!!! Bunch of idiots!!!",Negative,Very Negative,Disgust,Disgust,1,0,1,0
485,484,N-8,MaltaToday,You're weird,Negative,Negative,Surprise,Surprise,0,0,1,0
486,485,N-8,MaltaToday,Go and get your crumbs dumbo!!!,Negative,Negative,Disgust,Disgust,1,0,1,0
487,486,N-8,MaltaToday,You'll be picking kakka dumbo 😂,Negative,Negative,Anger,Anger,1,0,1,0
488,476,N-8,MaltaToday,inqas taf li mhux 1.75 imma 2.75 ha jiehu kullhadd!!,Neutral,Neutral,Surprise,Surprise,0,0,0,1
489,476,N-8,MaltaToday,Iz zieda propja his 2.75 u mhux 1.75 ghat hemm I'll ftejjiem li kien sar f mejju bejn imsiehba soccjoli u kien hemmed simon ukoll li ifirma dan il ftejjiem,Positive,Positive,Happiness,Joy,0,0,0,1
490,,N-8,MaltaToday,"Kien hemm żmien meta ħafna kienu jistennew tnaqqis ta' taxxi li tiġi mħabbra fil-budget. Illum nifirħu jekk it-taxxi jibqgħu kif inhuma. L-effett tal-propaganda politika qarrieqa tinħass. Il-poplu kuntent jibqa' fil-miżerja li jinsab fiha, maqbud got-traffiku u bil-bini bla rażan inaqqar b'rata mgħaġġla mill-ftit spazji miftuħa li għad fadal. Is-sinjur jiffanga u jistagħna u l-fqir jifrah b' ħaqq soft drink fil-ġimgħa.",Negative,Very Negative,Disgust,Disgust,0,0,0,1
491,,N-8,MaltaToday,"If you see it the way Dr Muscat days it, it appears he bought our votes and now he pays us back. Silly remarks in my opinion.",Negative,Negative,Sadness,Fear,0,0,0,0
492,,N-8,MaltaToday,What a load of crap as was expected!!! Just minimal crumbs to keep the majority harping Joseph Joseph!!! Where is all all the excess money going except into somebody's back pockets!!! God help us!!!,Negative,Very Negative,Disgust,Disgust,0,0,0,0
493,492,N-8,MaltaToday,Ahjar min dak l-imbecilli gvern tieghek. Jghati zewg euro zieda u jiehu lura xi sitt euro.,Negative,Negative,Anger,Anger,0,0,1,1
494,493,N-8,MaltaToday,Peanut brain talking!!! LOL,Negative,Negative,Disgust,Disgust,0,0,1,0
495,494,N-8,MaltaToday,"The size of the pn-pd collective economic mind compared to Edward. Even less than a peanut, more like invisible.",Negative,Negative,Disgust,Disgust,1,0,1,0
496,,N-8,MaltaToday,(deleted),,,,,,,,
497,496,N-8,MaltaToday,"The Government of Hungary insults the World with it's racist Nazi overtones. Nothing new for Hungary the Nazi element,and it's a strong one has always been there. They forgot when they were the ones migrating to Europe in the thousands and begging the rest of Europe to let them stay. Perhaps they should stop screwing the EU of funds which belongs to us all in the form of taxes.",Neutral,Neutral,Surprise,Anticipation,0,0,1,0
498,,N-8,MaltaToday,Hogwash! Itfaghalhom ic-cicri! Bhahen!,Negative,Very Negative,Disgust,Disgust,1,0,0,1
499,,N-8,MaltaToday,"Is-surplus fejn sejjer, ghand in-nies tal-qalba, sur PM u Ministru tal-finanzi?",Negative,Very Negative,Disgust,Disgust,0,0,0,1
500,499,N-8,MaltaToday,Sejjer biex inhalssu is dejn ta uliedna bhal ma darba kien qalina darba exministru habib,Neutral,Neutral,Anger,Anticipation,0,0,1,1
501,500,N-8,MaltaToday,Xi habib tieghek dan?? !!,Neutral,Neutral,Surprise,Anticipation,0,0,1,1
502,501,N-8,MaltaToday,dan ma kienx xejn hlief ex ministru tal PN u kien qal ukol u ' wara naharqu kollox' u vera hekk gara ghax fqajtu malta bid dejn !!,Negative,Negative,Disgust,Disgust,0,0,1,1
503,499,N-8,MaltaToday,IN nazzisti kolla din il kelma qed jghidu mela ftemtu Kellkom tghant pra idejn sodi qat mazitu xejn hlif il paga bil mohbi ta 600e fil gimgha ghalijista jkun kellek sem mina din ghax donnok kollox blu qed tara,Negative,Negative,Disgust,Disgust,1,0,1,1
504,503,N-8,MaltaToday,Pinocchio min ma jghidx il verita jitwallu mniehru !! Ma ghdilniex is-surplus kif qed jintuza.,Negative,Negative,Anger,Anger,0,0,0,1
505,504,N-8,MaltaToday,Lanqas naf min fejn nibda insemmijlek ghax tant ghamel affarijit perezmpju 11000000il tal corpi eta 35000000 il hab tas sahha frahal gdid 4000000tnaqqis fil medicijni ma ghamel hajghamel il karozzi tal linja pxejn ghal listudenti bejn 16 u20 sena hajati 45000000 il dawk li hajihdu lisptar caren grech u st lucks biex ma nibqawx nibatu nies barra il pajjiz u jonfqu il flus u hafna ohrajn najja insemmijom daw biss qwazi is serplus kollu ahseb uara jek inkmpli insemmilek,Positive,Positive,Happiness,Trust,0,0,0,1
506,505,N-8,MaltaToday,Anqas and kif ha nibda nifmhek bit-tahwid li ktibt.,Negative,Negative,Anger,Anger,1,0,1,1
507,499,N-8,MaltaToday,"sewwa qed tghid ghax qed inhalsu ghal dawk li saru sinjuri min fuq darna bhal georg sapiano ,il bocca,etc u xejn inqas dawk li kienu jaghtu il playstations fil gbir ta fondi ghal pn!! hemm kien is surplus ghax il bqija ghal poplu deficit kellu u kien irid jidra il kontijiet ola!",Negative,Negative,Disgust,Disgust,0,0,1,1
508,499,N-8,MaltaToday,Ghadek tqum jew tisma in news li jaqbillek biss?,Neutral,Neutral,Disgust,Disgust,1,0,1,1
509,508,N-8,MaltaToday,"Ghidli fejn hu sejjer is-surplus. Jekk ma tafx, staqsi lil 'persons of trust', dawk li hadu 'direct orders' jew dawk li il-PL taghhom iktar min job wiehed.",Negative,Negative,Anger,Anger,1,0,0,1
510,,N-9,The Malta Independent,"Qed nithajjar nibda nistudja ghall-Masters u l-PhD; ghallinqas inkun hadt xi haga minn dal-Bagit. Ooooops, ilhaqt ghalaqthom l-erbghin :/",Negative,Negative,Sadness,Sadness,1,0,0,1
511,,N-9,The Malta Independent,The tax grants for those who study Masters and PHD has been granted only to those under 40. What is this sort of discrimination? So above 40s have less rights in this country? Education and Tax grants should not be based on age but on income! This is pure discrimination against older age groups!,Negative,Negative,Anger,Anger,0,0,0,0
512,511,N-9,The Malta Independent,"I guess it's because they are trying to encourage young people to do master's degrees? Other discrimination includes: -Only youths between 16 and 20 get free public transport for a year. The rest of us have to pay as usual, - MicroInvest Scheme assistance worth €70,000 for companies owned in majority by women but only €50,000 for other Maltese companies. So basically a €20k extra by virtue of the gender of the owner. This is colloquially known as ""sexism"".",Negative,Very Negative,Disgust,Disgust,0,0,0,0
513,512,N-9,The Malta Independent,"So anyone below 40 is young and anyone beyond 40 is old. We cannot discriminate on sexual orientation, but on sex sure... So wait... wait... If I decide to officially change my sex on the id card, to woman, I might get €20,000 more, can enter ladies' rest rooms and would be living in a just world ... this is surreal",Negative,Very Negative,Disgust,Disgust,1,0,0,0
514,,N-9,The Malta Independent,Ergajt hrigt iddisapuntata bil kbir minn dan il gvern li tant ftahar bis-surplus. Wera kemm jigi jaqa u jqum mill penzjonanti l'iktar dawk li ghandhom penzjoni mizera li ma taqbiex il €430. Biz zewg euro li ser jghati dan jahseb li ser intejbu xi ftit is-sitwazzjoni li ninsabu fiha? Vilta u vilta kbira........Ser inkomplu nizlin fil faqar assolut. Ghax ma gholliex dawn il penzjonijiet imqar ghall livell tal paga minnima kif kien wieghed il PN fl-ahhar pre bugdet tieghu ghall elezzjoni 2017? U nerga nsaqsi jien ukoll......FEJN QED IMMUR IS-SURPLUS SUR PRIM MINISTRU? Tkompliex titmejjel bil penzjonanti u l-anzjani.,Negative,Very Negative,Anger,Anger,0,0,0,1
515,,N-10,The Malta Independent,A budget interested more in achieving a surplus than alleviating the plight of the lower-paid workers and pensioners. These categories will see no meaningfully tangible improvement in their disposable income and the level of their life-style. The cronies -- whose income gets better and better irrespective of any budget measures -- will continue to be super-enriched and those with poor income will remain living in misery. A lousy budget. As lousy as PN budgets.,Negative,Very Negative,Disgust,Disgust,0,1,0,0
516,,N-10,The Malta Independent,Inlestu ghalL- futur. WHAT FUTURE ?????????? It would have been more appropriate if this slogan would read INLESTU GHALL-AKTAR KORRUZZJONI.,Negative,Very Negative,Disgust,Disgust,1,0,0,1
517,,N-10,The Malta Independent,Even the budget logo has it's positive and negative - - pity they do not have a transparent one,Neutral,Neutral,Surprise,Surprise,0,0,0,0
518,,N-10,The Malta Independent,Better be a bright future for the present is unbearable!,Negative,Negative,Anger,Anticipation,0,0,0,0
519,,N-11,The Malta Independent,Metasmajt il-qari tal-Budget ilbierah irrealizzajt li Scicluna rrepeta bosta drabi hafna progetti li kien semmieghhom fil-budget tas-sena l-ohra li ma gewx imwettqa uli issa semmieghhom bhala progetti godda. Ezempju car kien il-bini ta l-iskejjel.,Neutral,Neutral,Surprise,Anticipation,0,0,0,1
520,,N-11,The Malta Independent,"Just asking, being of age sometime it take time to grasp all the goodies that this Socialist Liberal Progress party, will be giving us pensioners. Question: For someone with one pension, what did he actually get to share with his old wife out of this year's 4,000,000,000 EURO BUDGET? By the way I did a lifetime working in the private sector and always payed my due and my dear spouse stayed home to raise a family now paying tax it seem for others to benefit.",Negative,Negative,Surprise,Surprise,0,0,0,0
521,,N-11,The Malta Independent,What's in it for me? €1.75. For them? Millions in Panama. L-aqwa zmien?,Negative,Very Negative,Anger,Anger,1,0,0,0
